Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Incomplete,Total Grades for Course
2015 Fall,Business,UGBA,Business Admin-Undergrad,180,1,Intro Real Estate,David Nelson,8283,7,70,10,2,18,,1,3,1,,1,,,1,128
2015 Fall,Business,UGBA,Business Admin-Undergrad,190T,02A,Topics Innov/Design,Sara Beckman,8484,8,7,6,8,2,,,,,,,,,,35
2015 Fall,Business,UGBA,Business Admin-Undergrad,190T,02B,Topics Innov/Design,Sara Beckman,8487,,4,13,11,1,1,,,,,,,,,37
2015 Fall,Business,UGBA,Business Admin-Undergrad,190T,02C,Topics Innov/Design,Sara Beckman,8490,,6,11,11,4,,,,,,,,,,37
2015 Fall,Business,UGBA,Business Admin-Undergrad,191C,1,Comm For Leaders,Ericka Lutz,8289,,7,9,8,4,,,,,,,,2,,36
2015 Fall,Business,UGBA,Business Admin-Undergrad,191I,1,Improvisational Lea,Cort Worthington; Ori Brafman,8304,,6,8,10,,,,,,,,,,,25
2015 Fall,Business,UGBA,Business Admin-Undergrad,192N,2,Topics In Ssl,Nora Silver,8310,3,19,9,2,4,5,,1,,,,,,,44
2015 Fall,Business,UGBA,Business Admin-Undergrad,195P,1,Perspect Entrepren,Peter Molloy,8322,,4,19,17,5,1,,,,,,,,,51
2015 Fall,Business,UGBA,Business Admin-Undergrad,195T,1,Topics In Ent,Robin Chandra,8325,,17,24,2,14,,,,,,,,,,57
2015 Fall,Business,UGBA,Business Admin-Undergrad,196,1,Spec Topics Bus Adm,Fred Selinger,8328,8,31,46,18,20,3,1,2,1,,,,1,,274
2015 Fall,Business,UGBA,Business Admin-Undergrad,196,2,Spec Topics Bus Adm,Fred Selinger,8331,8,40,23,19,21,2,2,,1,,,,1,,269
2015 Fall,Business,UGBA,Business Admin-Undergrad,196,3,Spec Topics Bus Adm,Solomon Fulp,8334,,8,6,2,2,,1,,,,,,,,23
2015 Fall,Business,UGBA,Business Admin-Undergrad,196,5,Spec Topics Bus Adm,Ericka Lutz,8340,1,5,2,5,1,1,,,,,,,,,15
2015 Fall,Business,UGBA,Business Admin-Undergrad,198,4,Directed Group Stdy,Zsolt Katona,8364,,,,,,,,,,,,,,,64
2015 Fall,Business,UGBA,Business Admin-Undergrad,198,5,Directed Group Stdy,Todd Fitch,8367,,,,,,,,,,,,,,,47
2015 Fall,Business,UGBA,Business Admin-Undergrad,198,11,Directed Group Stdy,Frank Schultz,8385,,,,,,,,,,,,,,,24
2015 Fall,Business,UGBA,Business Admin-Undergrad,198,15,Directed Group Stdy,Daniel Mulhern,8397,,,,,,,,,,,,,,,26
2015 Fall,Business,UGBA,Business Admin-Undergrad,198,16,Directed Group Stdy,Holly Schroth,8400,,,,,,,,,,,,,,,26
2015 Fall,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,40,1,Intro Ch E Design,Marjorie Went,10303,1,51,15,24,17,5,,6,,,,,,,123
2015 Fall,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,140,1,Chem Proc Analysis,Clayton Radke,10333,2,16,13,21,16,20,22,12,12,,4,,1,,144
2015 Fall,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,142,1,Chem Kin React Eng,Alexander Katz,10360,6,33,14,22,14,10,9,7,1,,1,,1,1,119
2015 Fall,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,150B,1,Trans & Separa,Alexis Bell,10381,8,17,15,18,12,12,8,14,5,4,3,2,,,119
2015 Fall,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,154,1,Chem Eng Laboratory,Colin Cerretani; David Graves,10396,3,11,2,5,11,7,3,,1,,1,,,,44
2015 Fall,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,160,1,Chem Process Design,P. Henrik Wallman,10405,1,10,7,7,3,4,4,3,,,,,,,39
2015 Fall,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,162,1,Dyn Contr Chem Proc,Nitash Balsara,10420,1,9,9,5,5,5,3,2,,,,,,,39
2015 Fall,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,180,1,Chem Eng Economics,Gregory Schoofs,10441,,2,3,6,6,1,,2,,,,,,,20
2015 Fall,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,185,1,Tech Communication,Shannon Ciston,10444,1,9,8,6,5,1,,,,,,,,,30
2015 Fall,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,185,2,Tech Communication,Shannon Ciston,10447,,5,7,4,4,2,,,,,,,,,22
2015 Fall,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,C195A,1,Energy From Biomass,Wenjun Zhang,10672,,5,8,6,1,3,,,,,,,,,23
2015 Fall,Chemistry,CHEM,Chemistry,1A,1,General Chemistry,Luke Bertels; Martin Head-Gordon,11153,8,52,66,43,63,38,36,39,16,5,9,6,20,,424
2015 Fall,Chemistry,CHEM,Chemistry,1A,2,General Chemistry,Luke Bertels; Teresa Head-Gordon,11156,5,47,35,38,55,49,31,34,11,5,2,6,11,,359
2015 Fall,Chemistry,CHEM,Chemistry,1A,3,General Chemistry,Luke Bertels; Martin Head-Gordon,11159,10,41,54,35,51,49,26,32,12,9,8,2,21,,373
2015 Fall,Chemistry,CHEM,Chemistry,1A,4,General Chemistry,Angelica Stacy,11161,,5,4,6,18,5,4,12,4,,3,,1,1,65
2015 Fall,Chemistry,CHEM,Chemistry,1AL,1,General Chem Lab,Matthew Hauwiller; Michelle Douskey,11312,23,175,48,30,43,9,3,9,2,,3,,4,,354
2015 Fall,Chemistry,CHEM,Chemistry,1AL,2,General Chem Lab,Matthew Hauwiller; Michelle Douskey,11315,23,114,54,28,27,4,4,2,,,1,,2,,262
2015 Fall,Chemistry,CHEM,Chemistry,1AL,3,General Chem Lab,Matthew Hauwiller; Michelle Douskey,11318,61,266,72,36,54,8,3,5,3,,4,,1,,515
2015 Fall,Chemistry,CHEM,Chemistry,3A,1,Chem Struct React,Steven Pedersen,11483,1,22,24,13,25,27,44,18,23,,5,,19,2,239
2015 Fall,Chemistry,CHEM,Chemistry,3A,2,Chem Struct React,Steven Pedersen,11486,6,32,14,44,22,35,45,25,32,,4,,26,3,298
2015 Fall,Chemistry,CHEM,Chemistry,3AL,1,Organic Chem Lab,Mark Levin; Maryann Robak,11492,3,144,53,46,26,4,7,,3,,,,6,1,296
2015 Fall,Chemistry,CHEM,Chemistry,3AL,2,Organic Chem Lab,Mark Levin; Maryann Robak,11495,2,102,50,32,26,6,3,4,1,,1,,3,,231
2015 Fall,Chemistry,CHEM,Chemistry,3B,1,Chem Struct React,Peter Marsden,11570,12,55,56,39,35,24,25,26,19,,8,,11,,315
2015 Fall,Chemistry,CHEM,Chemistry,3B,2,Chem Struct React,Peter Marsden,11573,9,61,71,39,35,28,21,32,16,,4,,16,,343
2015 Fall,Chemistry,CHEM,Chemistry,3BL,1,Organic Chem Lab,Alexander Brandt; Ming Hammond,11579,,167,209,34,18,12,9,5,2,,4,,1,,462
2015 Fall,Chemistry,CHEM,Chemistry,3BL,2,Organic Chem Lab,Alexander Brandt; Ming Hammond,11581,,23,44,5,7,1,1,1,,,,,,,82
2015 Fall,Chemistry,CHEM,Chemistry,4A,1,Gen Chm Quant Analy,Ke Xu; Meredith Triplet; Tanja Cuk,11654,5,38,23,29,64,25,19,25,19,,3,,1,,255
2015 Fall,Chemistry,CHEM,Chemistry,15,1,Bio/Analytical Chem,Daniel Neumark,11693,,4,5,6,6,8,2,6,4,,,,5,,48
2015 Fall,Chemistry,CHEM,Chemistry,96,1,Intro To Research,Felix Fischer,11720,,,,,,,,,,,,,,,136
2015 Fall,Chemistry,CHEM,Chemistry,103,1,Inorg Chem Bio,Adam Childs; Joel Finbloom; Matthew Francis,11738,1,22,4,4,23,,7,7,5,,2,,1,4,84
2015 Fall,Chemistry,CHEM,Chemistry,104A,1,Adv Inorganic Chem,Andy Nguyen; Benjamin Suslick; Ryan Witzke; T Tilley,11741,5,15,5,11,14,11,6,8,6,,9,,6,,97
2015 Fall,Chemistry,CHEM,Chemistry,108,1,Inorganic Synthesis,Richard Andersen,11750,,5,3,,4,,,1,,,,,,,13
2015 Fall,Chemistry,CHEM,Chemistry,112A,1,Organic Chemistry,Anne Baranger; Raul Leal,11771,1,17,25,22,32,29,18,23,6,3,4,2,1,3,188
2015 Fall,Chemistry,CHEM,Chemistry,113,1,Adv Mech Organ Chem,Felix Fischer; Rebecca Durr; Stephen Von Kugelgen,11810,4,5,4,3,4,3,1,,2,,,,,,31
2015 Fall,Chemistry,CHEM,Chemistry,115,1,Organic Chemistry,Dean Toste,11813,1,5,6,,,,,,,,,,,,12
2015 Fall,Chemistry,CHEM,Chemistry,120A,1,Physical Chemistry,Eric Neuscamman; Luning Zhao; Qiao Kong; Qinghui Ge,11819,4,2,4,5,4,4,4,6,1,,,,3,,37
2015 Fall,Chemistry,CHEM,Chemistry,120B,1,Physical Chemistry,Chenlu Xie; Jonathan Weisberg; Phillip Geissler; Pratima Satish; Sumana Raj,11828,2,21,26,13,17,17,24,13,6,,,,1,1,145
2015 Fall,Chemistry,CHEM,Chemistry,125,1,Phys Chem Lab,Stephen Leone,11834,3,7,5,2,4,3,6,2,4,,,,,,37
2015 Fall,Chemistry,CHEM,Chemistry,C130,1,Biophysical Chem,David Savage; John Kuriyan,11846,,3,1,4,2,,2,1,,,,,,,14
2015 Fall,Chemistry,CHEM,Chemistry,135,1,Chemical Biology,Evan Miller; Julia Lazzari-Dean; Rishikesh Kulkarni; Vincent Grenier,11885,4,6,9,10,7,26,15,7,9,10,6,1,7,,118
2015 Fall,Chemistry,CHEM,Chemistry,C138,1,Energy From Biomass,Wenjun Zhang,11888,1,5,5,2,2,1,,,,,,,,,16
2015 Fall,Chemistry,CHEM,Chemistry,143,1,Nuclear Chemistry,Jeffrey Kwarsick; Luciano Moretto,11891,1,1,2,,1,1,1,,2,,,,,,13
2015 Fall,City & Regional Planning,CY PLAN,City & Regional Planning,98,1,Directed Group Stdy,Carol Galante,14253,,,,,,,,,,,,,,,17
2015 Fall,City & Regional Planning,CY PLAN,City & Regional Planning,98,2,Directed Group Stdy,Charisma Acey,14256,,,,,,,,,,,,,,1,11
2015 Fall,City & Regional Planning,CY PLAN,City & Regional Planning,110,1,Intro To City Plng,Ricardo Huerta,14259,3,45,21,18,11,4,5,6,,1,,,,,125
2015 Fall,City & Regional Planning,CY PLAN,City & Regional Planning,113B,1,Commty & Econ Dev,Sara Hinkley,14276,5,20,13,11,6,3,2,2,2,,,,5,1,70
2015 Fall,City & Regional Planning,CY PLAN,City & Regional Planning,119,1,Plng Sustainability,Charisma Acey,14355,3,58,5,5,1,1,,,,,,,1,3,77
2015 Fall,City & Regional Planning,CY PLAN,City & Regional Planning,140,1,Citybldg/Placemkg,John Ellis; Vincent Agoe; Yasir Hameed,14358,27,39,6,4,,,,,,,,,,1,78
2015 Fall,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,24,3,Freshman Seminars,Evan Variano,14658,,7,4,2,,,,,,,,,,,16
2015 Fall,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,C30,2,Intro Solid Mechncs,Francisco Armero,14671,2,7,12,6,16,7,3,6,6,1,2,,1,,69
2015 Fall,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,60,1,Civil Engrg Matls,Claudia Ostertag,14683,,8,10,16,10,10,5,3,2,,,,,,66
2015 Fall,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,70,1,Engineering Geology,Robert Kayen,14695,9,12,9,20,11,5,7,1,,1,2,,2,,80
2015 Fall,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,93,1,Engrg Data Analysis,Joan Walker,14713,2,10,6,7,11,,1,1,,,,,,1,39
2015 Fall,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,98,3,Directed Group Stdy,Filippos Filippou; Lillian Fan,14731,,,,,,,,,,,,,,,11
2015 Fall,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,100,1,Elem Fluid Mechanic,Evan Variano,14752,,5,15,26,18,7,1,,,,,,,,73
2015 Fall,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,111,1,Environmental Engin,William Nazaroff,14764,1,18,18,14,10,13,5,3,4,,,,1,,90
2015 Fall,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,113N,1,Ecol Eng Wat Qual,Kara Nelson,14773,2,6,3,6,6,2,,1,1,,,,,,28
2015 Fall,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,115,1,Water Chemistry,David Sedlak,14779,,7,7,6,6,2,3,2,,,1,,1,1,37
2015 Fall,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,122N,1,Design Steel Struct,Abolhassan Astaneh-Asl,14785,1,6,18,3,1,,1,1,,,,,,,31
2015 Fall,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,123N,1,Rc Structures,David Kren,14788,1,13,10,4,9,2,2,1,2,,,,,,44
2015 Fall,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,124,1,Timber Design,Ian Kelso,14791,14,17,4,2,2,,,,,1,1,,,,41
2015 Fall,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,153,1,Trans Fac Design,Jasenka Rakas,14794,1,33,1,,1,,,,,,,,,,37
2015 Fall,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,167,1,Eng Project Mgmt,Charles Ibbs,14800,,8,2,2,6,5,2,12,,,2,,,,42
2015 Fall,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,173,1,"Groundwater,Seepage",Yoram Rubin,14803,4,8,3,6,3,2,2,,,,,,1,,29
2015 Fall,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,175,1,Geot Geoenv Engrg,Michael Riemer; Raymond Seed,14809,4,16,14,10,8,1,,,,,,,,,53
2015 Fall,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,C178,1,Applied Geophysics,James Rector,14815,,6,3,3,4,,,,,,,,,,16
2015 Fall,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,186,1,Cyb Phys Design,Scott Moura,14818,1,26,2,,,,,2,,,,,,,31
2015 Fall,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,191,1,Cee System Analysis,Raja Sengupta,14821,2,15,7,14,4,2,5,,,,,,2,,52
2015 Fall,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,192,1,Art/Sci Of Practice,Steven Glaser,14830,19,23,5,2,1,1,,,,,,,1,,52
2015 Fall,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,198,4,Directed Group Stdy,Anthony Salguero; Claudia Ostertag,14860,,,,,,,,,,,,,,,16
2015 Fall,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,198,5,Directed Group Stdy,Hayley Proctor; Jack Moehle,14863,,,,,,,,,,,,,,,14
2015 Fall,Classics,CLASSIC,Classics,10A,1,Intro Greek Civ,Donald Mastronarde,15253,1,29,23,19,11,7,1,2,1,1,,,2,,130
2015 Fall,Classics,CLASSIC,Classics,17A,1,Elem Greek Arch,Kim Shelton,15274,1,5,7,5,8,4,,2,1,,,1,,,45
2015 Fall,Classics,CLASSIC,Classics,29,1,Greco-Roman Magic,Trevor Murphy,15286,,5,6,3,3,2,,2,,,,,,,32
2015 Fall,Classics,CLASSIC,Classics,R44,1,Roots Western Civ,Dylan Sailor; Ellen Oliensis,15289,1,27,23,21,19,3,2,,,,,,1,,101
2015 Fall,Classics,CLASSIC,Classics,130,1,Topics,Lisa Pieraccini,15328,,10,3,2,3,2,,1,,,,,,,24
2015 Fall,Classics,CLASSIC,Classics,130,2,Topics,Yasmin Syed,15331,1,14,1,,,,,,,,,,,,22
2015 Fall,Classics,GREEK,Greek,1,1,Elementary Greek,Nikolaos Papazarkadas,15603,1,4,,1,,,,,,,,,,,11
2015 Fall,Classics,GREEK,Greek,1,2,Elementary Greek,Morgan King; Nikolaos Papazarkadas,15606,,4,,3,2,,,,,,,,,,10
2015 Fall,Classics,GREEK,Greek,100,1,Attic Prose,Giovanni Ferrari,15624,3,3,4,,1,1,1,,,,,,,,14
2015 Fall,Classics,LATIN,Latin,1,2,Elementary Latin,Aaron Brown; Kathleen Mccarthy,15806,1,6,4,2,,,,,,,,,,,16
2015 Fall,Classics,LATIN,Latin,10,1,Intens Elem Latin,Joel Street; Kathleen Mccarthy,15818,,7,1,,,,,,,,1,,,,10
2015 Fall,Classics,LATIN,Latin,100,1,Republican Prose,Tom Recht,15833,1,4,2,1,,,,1,,,,,1,,11
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,1,1,Grammar/Vocabulary,Nancy Hunt,16403,,,,,,,,,,,,,,,12
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,1,2,Grammar/Vocabulary,Nancy Hunt,16406,,,,,,,,,,,,,,,11
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R1A,2,College Writing 1a,Jordan Ruyle,16415,,1,2,5,1,,1,1,,2,,,,,13
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R1A,3,College Writing 1a,Benjamin Spanbock,16418,,,1,4,5,3,,1,,,,,,,14
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R1A,4,College Writing 1a,Jonathan Lang,16421,,2,2,1,2,1,1,,,,,,1,,11
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R1A,5,College Writing 1a,Michael Larkin,16424,,3,1,4,3,3,,,,,,,,,14
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R1A,6,College Writing 1a,Donnett Flash,16427,,,,3,3,2,2,,1,,,,,,11
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R1A,7,College Writing 1a,Michael Larkin,16430,,,3,7,2,1,,,,1,,,,,14
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R1A,8,College Writing 1a,Catherine Oakes,16433,,,2,4,6,1,,,,1,,,,,14
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R1A,9,College Writing 1a,Michelle Baptiste,16436,,5,,2,1,1,1,1,,,1,,1,,13
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R1A,10,College Writing 1a,Ryan Sloan,16439,,3,1,4,4,,,2,,,,,,,14
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R1A,11,College Writing 1a,Benjamin Spanbock,16442,,,5,1,5,2,1,,,,,,,,14
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R1A,16,College Writing 1a,Mary Grover,16457,,4,,1,4,,1,1,,1,,,,,12
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R1A,17,College Writing 1a,Carolyn Hill,16460,,2,2,3,1,5,1,,,,,,,,14
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R1A,18,College Writing 1a,Patricia Steenland,16463,,2,2,5,1,,1,,1,,,,,,13
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R1A,19,College Writing 1a,David Wiese,16466,3,2,,2,3,,,1,,,,,2,,13
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R1A,20,College Writing 1a,Chisako Cole,16469,,1,3,3,3,,1,,,,,,,,11
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R1A,24,College Writing 1a,Patricia Steenland,16481,,1,4,3,2,,1,1,,,1,,,,13
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R1A,26,College Writing 1a,Teri Crisp,16487,,3,2,3,1,,,1,,,,,,,10
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R1A,27,College Writing 1a,Kimberly Freeman,16489,,,2,4,3,1,,1,,1,,,2,,14
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R4B,4,"Read,Comp,Research",Jonathan Lang,16499,,1,3,1,4,3,3,,,,,,,1,17
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R4B,6,"Read,Comp,Research",John Levine,16505,,5,5,2,3,,,,,,,,1,,16
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R4B,7,"Read,Comp,Research",Tiffani Howell,16508,,7,2,2,,1,,,,,,,,,12
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R4B,8,"Read,Comp,Research",Kimberly Freeman,16511,,8,8,1,,,,,,,,,,,17
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R4B,9,"Read,Comp,Research",Teri Crisp,16514,1,6,1,5,,1,,,,,,,1,2,17
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R4B,10,"Read,Comp,Research",Daniel Husman,16517,1,4,3,5,1,,,,,,,,1,,15
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R4B,11,"Read,Comp,Research",John Levine,16520,,3,3,5,4,1,1,,,,,,,,17
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R4B,13,"Read,Comp,Research",Linda Jensen Darling,16526,2,2,3,1,2,1,,,,,1,,,,13
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R4B,14,"Read,Comp,Research",Stephanie Bobo,16529,3,4,5,2,,,,,,,,,,,14
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R4B,15,"Read,Comp,Research",Jessica Jacobs,16532,,13,6,,,,,,,,,,,,19
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R4B,16,"Read,Comp,Research",Jessica Jacobs,16535,,9,9,,,,,,,,,,,,18
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,R4B,17,"Read,Comp,Research",Peter Jones,16538,,11,5,2,,,,,,,,,,,18
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,10A,1,Public Speaking,Barrie Roberts,16544,1,9,5,1,,,,,,,,,,,16
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,10A,2,Public Speaking,Donnett Flash,16547,1,5,7,2,,,,,,,,,,,16
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,20,1,Comm In Class,Michelle Baptiste,16553,5,7,,,,,,,,,,,,,14
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,25AC,1,Read Us Educ Insts,Margi Wald,16556,,14,4,1,,,,,,,,,,,23
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,25AC,2,Read Us Educ Insts,Margi Wald,16558,,11,3,,1,,,,,1,,,,,16
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,98,1,Directed Group Stdy,Lana Lam; Margaret Sokolik; Samah Dada; Skylar Economy,16559,,,,,,,,,,,,,,,17
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,106,1,Int Comp: Argument,Carolyn Hill,16595,1,14,2,1,,1,,,,,,,,,19
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,131,1,Intro Creatv Nonfic,Catherine Oakes,16601,,8,7,,,,,,,,,,,,18
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,132,1,Intro Short Fiction,Ryan Sloan,16640,,12,5,,1,,1,,,,,,,,20
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,151,1,Intro To Prof Wtng,Caroline Cole,16604,,4,,3,4,1,1,,1,,,,,,16
2015 Fall,College Writing Programs,COLWRIT,College Writing Programs,198,2,Directed Group Stdy,Hannah Berris; Jesi Liu; Michelle Baptiste,16610,,,,,,,,,,,,,,,13
2015 Fall,Comp Biology Grad Grp,CMPBIO,Computational Biology,198BC,1,Directed Group Stud,Rasmus Nielsen,17915,,,,,,,,,,,,,,,22
2015 Fall,Comparative Literature,COM LIT,Comparative Literature,R1A,1,Engl Comp World Lit,Emily Drumsta; Francisco Brito; Victoria Kahn,17203,,,7,10,7,4,3,1,,,,,,,35
2015 Fall,Comparative Literature,COM LIT,Comparative Literature,R1A,2,Engl Comp World Lit,Karina Palau; Matthew Gonzales,17206,,9,2,10,7,2,2,,,,,,1,,33
2015 Fall,Comparative Literature,COM LIT,Comparative Literature,R1A,3,Engl Comp World Lit,Margarita Gordon; Victoria Kahn,17209,,2,5,3,3,1,1,1,,,,,1,,17
2015 Fall,Comparative Literature,COM LIT,Comparative Literature,R1A,4,Engl Comp World Lit,David Walter,17212,,7,6,3,2,,,,,,,,,,18
2015 Fall,Comparative Literature,COM LIT,Comparative Literature,R1B,4,Engl Comp World Lit,Danny Luzon; Jessica Crewe; Victoria Kahn,17236,,3,10,2,10,4,4,,,,,,1,,34
2015 Fall,Comparative Literature,COM LIT,Comparative Literature,R1B,5,Engl Comp World Lit,Adeline Tran; Simone Sofia Stirner; Victoria Kahn,17239,,2,4,7,18,1,2,,,,,,,,34
2015 Fall,Comparative Literature,COM LIT,Comparative Literature,R1B,7,Engl Comp World Lit,Bristin Jones; Keith Ford; Victoria Kahn,17245,,2,5,11,5,5,2,,2,1,,,,1,34
2015 Fall,Comparative Literature,COM LIT,Comparative Literature,R1B,8,Engl Comp World Lit,Paul De Morais; Victoria Kahn,17248,,,3,7,1,3,2,,1,,,,,,17
2015 Fall,Comparative Literature,COM LIT,Comparative Literature,R1B,10,Engl Comp World Lit,Diana Thow; Maayan Sela; Victoria Kahn,17254,,4,3,14,4,4,,,1,1,,,,,32
2015 Fall,Comparative Literature,COM LIT,Comparative Literature,R1B,11,Engl Comp World Lit,Alexandra Brostoff; Taylor Johnston; Victoria Kahn,17257,,1,3,3,5,1,2,3,,2,,1,1,,22
2015 Fall,Comparative Literature,COM LIT,Comparative Literature,R1B,12,Engl Comp World Lit,Maya Kronfeld; Victoria Kahn,17260,,1,1,8,5,,,,,,,,,,15
2015 Fall,Comparative Literature,COM LIT,Comparative Literature,R1B,13,Engl Comp World Lit,Christopher Scott; Jonathan Rowan,17263,,3,5,8,5,3,,1,,,,,3,,29
2015 Fall,Comparative Literature,COM LIT,Comparative Literature,R1B,14,Engl Comp World Lit,Kfir Cohen; Molly Bronstein,17266,,2,6,12,2,10,,,,,,,,,32
2015 Fall,Comparative Literature,COM LIT,Comparative Literature,R1B,20,Engl Comp World Lit,Amanda Siegel; Kfir Cohen,17497,,2,,11,5,10,1,2,,,,,,,31
2015 Fall,Comparative Literature,COM LIT,Comparative Literature,R1B,21,Engl Comp World Lit,Keith Ford; Victoria Kahn,17500,1,1,3,3,5,1,2,,,,1,,,,17
2015 Fall,Comparative Literature,COM LIT,Comparative Literature,41B,1,Forms Of The Lyric,Anne-Lise Francois,17284,,5,4,,,,1,,,,,,,,11
2015 Fall,Comparative Literature,COM LIT,Comparative Literature,100,1,Intro To Comp Lit,Karl Britto,17302,,7,7,1,2,1,,,,,,,,,18
2015 Fall,Comparative Literature,COM LIT,Comparative Literature,112A,1,Mod Greek Lang Comp,Maria Kotzamanidou,17305,,8,4,,,,,,,,,,,,16
2015 Fall,Comparative Literature,COM LIT,Comparative Literature,153,1,The Renaissance,Timothy Hampton,17308,,5,1,5,1,,1,1,,,,,,1,15
2015 Fall,Comparative Literature,COM LIT,Comparative Literature,171,1,Modern Greek Lit,Maria Kotzamanidou,17314,,11,7,,,,,,,,,,,,18
2015 Fall,Demography,DEMOG,Demography,110,1,Population Analysis,Robert Chung,18209,4,17,8,5,8,3,,4,,,,,1,,62
2015 Fall,Demography,DEMOG,Demography,C126,1,Population Issues,Leora Lawton,18218,,5,3,1,3,1,,1,,,1,,,1,19
2015 Fall,Earth & Planetary Science,EPS,Earth & Planetary Science,C20,1,Earthquakes,Horst Rademacher,19003,7,13,17,23,16,16,13,6,7,3,3,,5,,198
2015 Fall,Earth & Planetary Science,EPS,Earth & Planetary Science,50,1,The Planet Earth,Michael Manga,19006,,20,2,9,12,1,2,2,1,,,,3,,61
2015 Fall,Earth & Planetary Science,EPS,Earth & Planetary Science,80,1,Environ Earth Sci,Bonnye Ingram,19021,11,59,34,32,18,7,5,3,2,,,,1,,223
