Grade Distribution for Spring 2015 Undergraduate Courses at UC Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year: 2014-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester: Spring (End of Term Data),,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Cal Answers ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Type: Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Level: 0-199,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVC-BRP: Office of Planning and Analysis (kbs) 3/16/2015,,,,,,,,,,, ,,,,,,,,,,,,,,,,
Excludes classes where all students received the same grade & excludes classes with fewer than 10 enrollments (privacy issue),,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete,Total Grades for Course
2015 Spring,Psychology,PSYCH,Psychology,131,1,Dev Psychopathology,Stephen Hinshaw,74080,6,72,57,27,44,10,7,8,5,2,,3,3,10,,4,,,258
2015 Spring,Psychology,PSYCH,Psychology,140,1,Development Psych,Alison Gopnik,74110,,2,20,30,24,17,9,7,2,,2,,,5,,3,,,121
2015 Spring,Psychology,PSYCH,Psychology,C143,1,Lang Acquisition,Mahesh Srinivasan,74140,9,23,11,11,10,5,8,4,4,,,2,,3,,2,,,92
2015 Spring,Psychology,PSYCH,Psychology,148,1,Top Sems Devel Psy,Joseph Campos,74142,5,13,,1,,,,,,,,,,,,,,,19
2015 Spring,Psychology,PSYCH,Psychology,150,1,Personality Psych,Ozlem Ayduk,74143,4,35,35,26,24,11,6,10,7,1,3,1,,21,,9,,1,194
2015 Spring,Psychology,PSYCH,Psychology,C162,1,Human Happiness,Dacher Keltner,74176,66,160,11,6,28,,1,1,,,,,,20,1,1,,,295
2015 Spring,Psychology,PSYCH,Psychology,166AC,1,Cultural Psychology,Matt Goren,74182,,81,68,37,28,13,6,4,3,2,1,,,52,,,,2,297
2015 Spring,Psychology,PSYCH,Psychology,198,3,Directed Group Stdy,Frederic Theunissen,74392,,,,,,,,,,,,,,29,,1,,,30
2015 Spring,Psychology,PSYCH,Psychology,198,7,Directed Group Stdy,Rodolfo Mendoza-Denton,74404,,,,,,,,,,,,,,34,,1,,,35
2015 Spring,Psychology,PSYCH,Psychology,198,14,Directed Group Stdy,Ozlem Ayduk,73600,,,,,,,,,,,,,,43,,6,,,49
2015 Spring,Public Health,PB HLTH,Public Health,14,1,Healthy People,Sarah Gamble,75203,4,45,37,16,19,8,1,1,1,,1,,,8,,,,,141
2015 Spring,Public Health,PB HLTH,Public Health,84,1,Sophomore Seminar,Kirk Smith,76949,,4,1,,,,,,,,,,,6,,,,,11
2015 Spring,Public Health,PB HLTH,Public Health,98,4,Directed Group Stdy,Hector Rodriguez,75248,,,,,,,,,,,,,,12,,1,,,13
2015 Spring,Public Health,PB HLTH,Public Health,112,1,Global Health,Arthur Reingold,75404,2,100,62,44,18,7,2,4,3,,2,1,1,20,,3,,,269
2015 Spring,Public Health,PB HLTH,Public Health,116,1,Sem Hlth Med Issues,David Potts,75443,,,,,,,,,,,,,,625,,68,,,693
2015 Spring,Public Health,PB HLTH,Public Health,126,1,Health Economics,Brent Fulton; Richard Scheffler,75452,,24,16,19,20,11,3,1,,,,,,1,,,,,95
2015 Spring,Public Health,PB HLTH,Public Health,142,1,Intro Prob Stat,Maureen Lahiff,75464,6,42,51,29,23,9,7,7,6,,,,1,6,,,,1,188
2015 Spring,Public Health,PB HLTH,Public Health,W142,1,Intro Prob Stat,Maureen Lahiff,75467,3,15,17,21,9,5,,,,,,,,,,,,4,74
2015 Spring,Public Health,PB HLTH,Public Health,144A,1,Intro Sas Programm,David Lein,75470,,25,5,,,,,,,,,,,,1,,,,31
2015 Spring,Public Health,PB HLTH,Public Health,144A,2,Intro Sas Programm,David Lein,75473,,19,10,,,,,,,,,,,,1,,,,30
2015 Spring,Public Health,PB HLTH,Public Health,144B,1,Interm Sas Program,David Lein,75476,,37,,,,,,,,,,,,,2,1,,,40
2015 Spring,Public Health,PB HLTH,Public Health,150A,1,Intr Epidem Hum Dis,Lisa Barcellos; Mahasin Mujahid,75482,17,60,41,43,39,19,13,3,,,3,,,1,,1,,1,241
2015 Spring,Public Health,PB HLTH,Public Health,150E,1,Intro Com Health,Amani Nuru-Jeter,75527,19,81,42,10,10,2,1,2,1,1,,1,1,2,,,,,173
2015 Spring,Public Health,PB HLTH,Public Health,C160,1,Env Health & Dev,Rachel Morello-Frosch,75542,4,17,13,4,2,1,,1,,,,,1,3,1,1,,1,49
2015 Spring,Public Health,PB HLTH,Public Health,170C,1,Drinkingwaterhealth,Charlotte Smith,75562,1,17,,,,,,,,,,,,,,,,,18
2015 Spring,Public Health,PB HLTH,Public Health,196,1,Spec Topics Pb Hlth,Robin Flagg,75620,3,9,7,1,,,,,,,,,,1,,,,,21
2015 Spring,Public Health,PB HLTH,Public Health,196,2,Spec Topics Pb Hlth,Scott Lee,75623,,13,2,,,,,,,,,,,,,,,,15
2015 Spring,Public Health,PB HLTH,Public Health,196,3,Spec Topics Pb Hlth,David Potts,75625,5,7,1,3,,2,3,,,,,,,,,,,,21
2015 Spring,Public Health,PB HLTH,Public Health,198,15,Directed Group Stdy,Sandra Mccoy,75689,,,,,,,,,,,,,,12,,1,,,13
2015 Spring,Public Health,PB HLTH,Public Health,198,16,Directed Group Stdy,William Satariano,75692,,,,,,,,,,,,,,11,,4,,,15
2015 Spring,Public Health,PB HLTH,Public Health,198,19,Directed Group Stdy,Jason Corburn,75700,,,,,,,,,,,,,,10,,,,3,13
2015 Spring,Public Health,PB HLTH,Public Health,198,20,Directed Group Stdy,Cathy Kodama,75701,,,,,,,,,,,,,,14,,1,,,15
2015 Spring,Public Policy,PUB POL,Public Policy,101,1,Intro Pub Pol Anal,Hilary Hoynes,77127,4,21,25,14,9,10,2,4,,,,,,2,,3,,,94
2015 Spring,Public Policy,PUB POL,Public Policy,C103,1,Wealth And Poverty,Robert Reich,77139,41,110,133,110,79,38,14,,2,,,,,121,,2,,4,654
2015 Spring,Public Policy,PUB POL,Public Policy,157,1,Arts/Cultural Pol,Michael O'Hare,77589,2,8,5,7,,,,,,,,,,,,,,,22
2015 Spring,Public Policy,PUB POL,Public Policy,190,2,Spec Topics Pub Pol,Jennifer Skeem,77244,1,6,3,2,2,1,2,,,,,,,3,,,,,20
2015 Spring,Public Policy,PUB POL,Public Policy,190,4,Spec Topics Pub Pol,Stephen Maurer,77586,,10,20,14,9,,,,,,,,,3,,,,,56
2015 Spring,Public Policy,PUB POL,Public Policy,190,6,Spec Topics Pub Pol,Michael Nacht,77250,2,11,9,9,1,1,1,,,,,,,3,,,,1,38
2015 Spring,Public Policy,PUB POL,Public Policy,190,12,Spec Topics Pub Pol,Sarumathi Jayaraman,77255,,27,8,,1,,,,,,,,,,,,,4,40
2015 Spring,Public Policy,PUB POL,Public Policy,198,2,Directed Group Stdy,Blas Perez Henriquez,77271,,,,,,,,,,,,,,9,,1,,,10
2015 Spring,Rhetoric,RHETOR,Rhetoric,R1A,1,Craft Of Writing,Eugene Mccarthy; Felipe Gutterriez; Janice Yu,77803,,5,10,11,5,,,1,,,,,,,,,,2,34
2015 Spring,Rhetoric,RHETOR,Rhetoric,R1A,2,Craft Of Writing,Felipe Gutterriez; Kathleen Powers; Sharmila Bellur,77806,1,3,16,8,5,,,,,,,,,,,,,,33
2015 Spring,Rhetoric,RHETOR,Rhetoric,R1A,3,Craft Of Writing,Alexandria Wright; Felipe Gutterriez; Kelianne Montalvo,77809,2,14,5,6,3,,,,,,,,,,,,,1,31
2015 Spring,Rhetoric,RHETOR,Rhetoric,R1A,4,Craft Of Writing,Keerthi Potluri,77811,,2,3,6,1,1,,,,,,,,,,,,,13
2015 Spring,Rhetoric,RHETOR,Rhetoric,R1B,1,Craft Of Writing,Alisa Sanchez; Felipe Gutterriez; Richard Grijalva,77812,1,12,9,5,1,,,,1,1,,,,,,,,,30
2015 Spring,Rhetoric,RHETOR,Rhetoric,R1B,2,Craft Of Writing,Adam Hutz; Felipe Gutterriez; Michelle Potts,77815,,12,8,3,3,,,,,,,,1,1,,,,,28
2015 Spring,Rhetoric,RHETOR,Rhetoric,R1B,3,Craft Of Writing,Felipe Gutterriez; Nicholaus Gutierrez; Suzanne Li Puma,77818,,7,10,3,,2,,1,,,,,1,,,,,,24
2015 Spring,Rhetoric,RHETOR,Rhetoric,R1B,4,Craft Of Writing,Felipe Gutterriez; Lilith Dornhuber De Bellisiles,77821,4,5,1,,,,,,,,,,,,,,,1,11
2015 Spring,Rhetoric,RHETOR,Rhetoric,R1B,5,Craft Of Writing,Felipe Gutterriez; Jennifer Lum; Maia Beyler-Noily,77824,,6,1,2,3,,,1,,,1,,,,,,,,14
2015 Spring,Rhetoric,RHETOR,Rhetoric,R1B,6,Craft Of Writing,Amy Jamgochian; Michael Dalebout,77827,,6,9,7,2,,,,,1,,,1,,,,,,26
2015 Spring,Rhetoric,RHETOR,Rhetoric,R1B,8,Craft Of Writing,Keerthi Potluri,77833,,6,,3,,,1,,,,,,,1,,,,,11
2015 Spring,Rhetoric,RHETOR,Rhetoric,R1B,9,Craft Of Writing,Felipe Gutterriez; Megan Alvarado Saggese,77835,,1,2,4,2,,1,1,,1,,,2,,,,,,14
2015 Spring,Rhetoric,RHETOR,Rhetoric,20,1,Rhet Interpretation,Amy Jamgochian,77836,,45,41,12,1,1,,,,1,,,,2,,,,,103
2015 Spring,Rhetoric,RHETOR,Rhetoric,24,2,Freshman Seminars,Daniel Melia,77860,,12,,,,,,,,,,,,4,,,,,16
2015 Spring,Rhetoric,RHETOR,Rhetoric,24,3,Freshman Seminars,Daniel Boyarin,77863,4,5,,,,,,,,,,,,2,,,,1,12
2015 Spring,Rhetoric,RHETOR,Rhetoric,103B,1,Hist Of Rhetoric Ii,Samera Esmeir,77884,,8,5,18,14,7,6,2,,,,,1,,,,,5,66
2015 Spring,Rhetoric,RHETOR,Rhetoric,105T,1,Religious Discourse,Aleksey Dubilet,77902,1,4,5,3,5,,,,,,1,,,2,,,,1,22
2015 Spring,Rhetoric,RHETOR,Rhetoric,106,1,Historical Disc,Mario Wimmer,77905,2,4,3,2,,1,,,,,,,,,,,,1,13
2015 Spring,Rhetoric,RHETOR,Rhetoric,109,1,Aesthetics Rhetoric,Felipe Gutterriez,77911,,7,4,8,1,,,,,,,,,2,,,,1,23
2015 Spring,Rhetoric,RHETOR,Rhetoric,128T,1,Polit Of Interview,Minh-Ha Trinh,77923,2,6,13,4,,,,,,,,,1,1,,,,,27
2015 Spring,Rhetoric,RHETOR,Rhetoric,129AC,1,American Autobiog,Michael Mascuch,77928,,3,5,3,3,1,,,,,,,1,5,,,,,21
2015 Spring,Rhetoric,RHETOR,Rhetoric,130,1,Novel Into Film,Eileen Jones,77929,3,7,4,2,3,2,,2,,,,,,5,,,,3,31
2015 Spring,Rhetoric,RHETOR,Rhetoric,138,1,Tv Criticism,Felipe Gutterriez,77938,2,7,11,9,,,,,,,,,,,,,,,29
2015 Spring,Rhetoric,RHETOR,Rhetoric,155,1,Colonialism/Postco,Pheng Cheah,77947,,6,3,1,4,,2,,,1,,,3,1,,1,,,22
2015 Spring,Rhetoric,RHETOR,Rhetoric,160,1,Intro - Legal Disc,Hamsa Murthy,77950,1,6,14,3,3,1,,,,,,,,,,,,,28
2015 Spring,Rhetoric,RHETOR,Rhetoric,166,1,Rhet Law Politics,Barbara Shapiro,77953,,2,1,2,1,,2,,,,,,2,,,,,1,11
2015 Spring,Rhetoric,RHETOR,Rhetoric,167,1,Adv Theory Phil Arg,Nancy Weston,77956,,6,2,1,2,3,1,,,,,,,,,,,,15
2015 Spring,Rhetoric,RHETOR,Rhetoric,182,1,Rhet Of Sexual Exch,Olivia Custer,77962,,1,6,4,3,2,,2,,,,,,1,,,,,19
2015 Spring,Scandinavian,SCANDIN,Scandinavian,R5B,1,Reading & Comp,Benjamin Bigelow; Linda Rugg,78715,,5,7,3,,2,,,,,,,,,,,,,17
2015 Spring,Scandinavian,SCANDIN,Scandinavian,R5B,2,Reading & Comp,Molly Bauer,78718,,2,3,2,2,,2,1,,,1,,,,,,,,13
2015 Spring,Scandinavian,SCANDIN,Scandinavian,R5B,3,Reading & Comp,Molly Bauer,78721,,4,3,2,2,2,,,,,1,,,,,,,,14
2015 Spring,Scandinavian,SCANDIN,Scandinavian,R5B,4,Reading & Comp,Verena Hoefig,78724,1,15,1,,1,,,,,,,,,,,,,,18
2015 Spring,Scandinavian,SCANDIN,Scandinavian,R5B,5,Reading & Comp,Verena Hoefig,78727,,8,4,3,1,1,,,,,,,,,,,,,17
2015 Spring,Scandinavian,SCANDIN,Scandinavian,106,1,Hans C Andersen,Karin Sanders,78763,1,12,9,4,6,,1,,,1,,,,12,,,,,46
2015 Spring,Scandinavian,SCANDIN,Scandinavian,125,1,Old Norse Lit,Katherine Heslop,78775,3,3,,1,1,1,,,,,,,,4,,,,,13
2015 Spring,Scandinavian,SCANDIN,Scandinavian,C160,1,Scand Myth Religion,Jonas Wellendorf,78811,1,9,11,7,3,2,,,,,,,,6,,1,,,40
2015 Spring,Slavic Languages & Lit,EURA ST,Eurasian Studies,101B,1,Continuing Armenian,Santoukht Mikaelian,80606,2,8,,,,,,,,,,,,,,,,,10
2015 Spring,Slavic Languages & Lit,SLAVIC,Slavic Languages & Lit,1,1,Elementary Russian,Lisa Little; Thomas Dyne,79703,1,1,5,2,,1,,,,,,,,1,1,,,,12
2015 Spring,Slavic Languages & Lit,SLAVIC,Slavic Languages & Lit,1,2,Elementary Russian,Lisa Little,79706,,7,3,2,3,,,,,,,,,,1,1,,,17
2015 Spring,Slavic Languages & Lit,SLAVIC,Slavic Languages & Lit,2,1,Elementary Russian,Jennifer Flaherty; Lisa Little,79709,,3,3,,1,,,1,1,1,,,,2,1,,,,13
2015 Spring,Slavic Languages & Lit,SLAVIC,Slavic Languages & Lit,R5A,1,Reading And Comp,Anne Nesbet; Matthew Kendall,79721,,5,8,,3,1,,,,,,,,,,,,,17
2015 Spring,Slavic Languages & Lit,SLAVIC,Slavic Languages & Lit,R5B,1,Reading And Comp,Anne Nesbet; Christina Schwartz,79724,,4,3,7,2,,,,,,,,,1,,,,,17
2015 Spring,Slavic Languages & Lit,SLAVIC,Slavic Languages & Lit,R5B,2,Reading And Comp,Anne Nesbet; Zachary Johnson,79727,,10,2,2,,2,,,,,,,,,,1,,,17
2015 Spring,Slavic Languages & Lit,SLAVIC,Slavic Languages & Lit,39C,1,Lower Div Seminar,David Frick,79739,1,1,3,2,2,1,,,,,,,1,3,,,,1,15
2015 Spring,Slavic Languages & Lit,SLAVIC,Slavic Languages & Lit,39F,1,Lower Div Seminar,Ronelle Alexander,79742,,9,2,,,,,,,,,,,2,,,,,13
2015 Spring,Slavic Languages & Lit,SLAVIC,Slavic Languages & Lit,46,1,20th Cent Russ Lit,Harsha Ram,79745,3,6,2,2,2,,,,,,,,,5,,1,,,21
2015 Spring,Slavic Languages & Lit,SLAVIC,Slavic Languages & Lit,50,1,Rus/E Eur/Euras Cul,Darya Kavitskaya,79748,1,19,3,6,2,,2,,,,,,,20,,,,,53
2015 Spring,Slavic Languages & Lit,SLAVIC,Slavic Languages & Lit,134F,1,Nabokov,Eric Naiman,79829,,1,4,4,6,2,,,,,,,1,1,,,,,19
2015 Spring,Slavic Languages & Lit,SLAVIC,Slavic Languages & Lit,158,2,E Eur Euras Topics,Levon Abrahamian,79844,1,9,,,,,,,,,,,,,,,,,10
2015 Spring,Social Welfare,SOC WEL,Social Welfare,39D,1,Fresh/Soph Seminar,Michael Austin,80703,,,,,,,,,,,,,,25,,1,,,26
2015 Spring,Social Welfare,SOC WEL,Social Welfare,97,15,Field Study,Catharine Ralph,80739,,,,,,,,,,,,,,9,,1,,,10
2015 Spring,Social Welfare,SOC WEL,Social Welfare,107,1,"Fndns,Phil,Grant Wt",Kimberly Klein,80742,2,17,,1,1,,,,,,,,,1,,1,,1,24
2015 Spring,Social Welfare,SOC WEL,Social Welfare,107,2,"Fndns,Phil,Grant Wt",Kimberly Klein,80744,2,18,1,,2,,,,,,,,,,,,,,23
2015 Spring,Social Welfare,SOC WEL,Social Welfare,110,1,Soc Wk As A Prof,James Midgley,80745,5,8,8,5,8,3,6,,2,,,,,,,,,,45
2015 Spring,Social Welfare,SOC WEL,Social Welfare,112,1,Soc Welfare Policy,Tina Sacks,80754,,17,11,5,6,1,,3,1,2,,,,,,,,,46
2015 Spring,Social Welfare,SOC WEL,Social Welfare,114AC,1,Practice In Soc Wk,Valerie Edwards,80763,1,19,16,4,3,1,,,,,,,,1,,,,3,48
2015 Spring,Social Welfare,SOC WEL,Social Welfare,116,1,Current Topics,Amanda Reiman,80772,2,30,8,2,1,1,,1,,1,,,1,,,,,,47
2015 Spring,Social Welfare,SOC WEL,Social Welfare,116,2,Current Topics,Jennifer Skeem,80775,1,3,1,4,2,1,2,,,,,,,2,,,,1,17
2015 Spring,Social Welfare,SOC WEL,Social Welfare,175AC,1,Dialogue Diversity,Valerie Edwards,80778,,11,10,5,3,,,1,,,,,1,1,,,,3,35
2015 Spring,Social Welfare,SOC WEL,Social Welfare,197,7,Field Study,Valerie Edwards,80823,,,,,,,,,,,,,,16,,1,,,17
2015 Spring,Social Welfare,SOC WEL,Social Welfare,197,9,Field Study,Gregory Merrill,80829,,,,,,,,,,,,,,16,,3,,,19
2015 Spring,Social Welfare,SOC WEL,Social Welfare,197,11,Field Study,Jill Berrick,80835,,,,,,,,,,,,,,21,,2,,,23
2015 Spring,Sociology,SOCIOL,Sociology,1,1,Intro To Sociology,Thomas Gold,81603,19,72,86,50,19,18,19,,3,2,3,,3,10,,3,,,307
2015 Spring,Sociology,SOCIOL,Sociology,3AC,1,Prin Soc: Am Cultur,Tiffany Page,81654,,36,50,34,35,14,8,9,4,4,,,1,18,,2,,,215
2015 Spring,Sociology,SOCIOL,Sociology,5,1,Eval Of Evidence,Heather Haveman,81657,1,22,52,26,22,14,10,4,4,1,,,3,3,,,,1,163
2015 Spring,Sociology,SOCIOL,Sociology,7,1,Soc Sci Statistics,Mara Loveman; Sara Lopus,81689,,6,1,1,2,1,1,,1,,,,1,,,,,,14
2015 Spring,Sociology,SOCIOL,Sociology,98,1,Directed Group Stdy,Mary Kelsey,81690,,,,,,,,,,,,,,13,,1,,,14
2015 Spring,Sociology,SOCIOL,Sociology,98,4,Directed Group Stdy,Jill Bakehorn,81699,,,,,,,,,,,,,,21,,2,,,23
2015 Spring,Sociology,SOCIOL,Sociology,98BC,1,Directed Group Stud,Kara Young; Kim Voss,81725,,,,,,,,,,,,,,17,,1,,,18
2015 Spring,Sociology,SOCIOL,Sociology,98BC,3,Directed Group Stud,Kim Voss; Rafael Colonna,83130,,,,,,,,,,,,,,16,,2,,,18
2015 Spring,Sociology,SOCIOL,Sociology,102,1,Soc Theory Ii,Marion Fourcade-Gourinchas,81726,11,31,46,77,47,27,13,7,11,1,,,2,,,,,2,275
2015 Spring,Sociology,SOCIOL,Sociology,106,1,Quan Soc Methods,Leo Goodman,81774,5,2,1,,2,,,2,,,,,,1,,,,,13
2015 Spring,Sociology,SOCIOL,Sociology,108,1,Interview Methods,Kristin Luker,81777,1,8,,,1,,,,,,,,,,,,,,10
2015 Spring,Sociology,SOCIOL,Sociology,110,1,Org & Soc Institut,Linus Huang,81780,16,23,39,19,21,13,4,14,7,5,3,2,5,8,,3,,1,183
2015 Spring,Sociology,SOCIOL,Sociology,111AC,1,Socio Of The Family,Mary Kelsey,81783,9,61,43,22,9,2,1,2,,,,,,18,,2,,1,170
2015 Spring,Sociology,SOCIOL,Sociology,113AC,1,Education,Brian Powers,81786,1,13,14,12,5,1,,,,,,,1,2,,1,,3,53
2015 Spring,Sociology,SOCIOL,Sociology,114,1,Sociology Of Law,Andrew Barlow,81789,2,15,25,14,7,6,5,4,,,,,2,5,,2,,4,91
2015 Spring,Sociology,SOCIOL,Sociology,115G,1,Global Health,Laura Nathan,81791,,12,15,3,11,4,2,3,,,1,,1,5,,2,,,59
2015 Spring,Sociology,SOCIOL,Sociology,116,1,Sociology Of Work,Joanna Reed,81792,,15,20,30,29,9,4,2,,1,,,,6,,,,1,117
2015 Spring,Sociology,SOCIOL,Sociology,120,1,Econ And Society,Neil Fligstein,81795,5,18,21,18,15,6,1,3,,2,,,1,4,,1,,1,96
2015 Spring,Sociology,SOCIOL,Sociology,121,1,Soc Of Entrepreneur,Szonja Ivester,81810,,13,30,22,15,12,10,9,3,4,,4,3,27,,10,,,162
2015 Spring,Sociology,SOCIOL,Sociology,124,1,Sociol Of Poverty,Sandra Smith,81813,14,17,13,3,4,2,4,,1,,1,,1,3,,,,3,66
2015 Spring,Sociology,SOCIOL,Sociology,127,1,Develop & Globaliza,Tiffany Page,81828,,20,14,10,15,11,5,5,,2,,,4,4,,2,,,92
2015 Spring,Sociology,SOCIOL,Sociology,130,1,Soc Inequalities,Daniel Schneider,81831,4,17,8,9,7,5,3,3,1,2,,,,2,,,,1,62
2015 Spring,Sociology,SOCIOL,Sociology,133,1,Sociology Of Gender,Jill Bakehorn,81834,,7,19,9,17,8,4,4,3,,,,3,11,,1,,1,87
2015 Spring,Sociology,SOCIOL,Sociology,136,1,Urban Sociology,Joanna Reed,81837,1,11,10,10,11,1,2,1,1,,,,,3,,1,,,52
2015 Spring,Sociology,SOCIOL,Sociology,137AC,1,Enviro Just:Equity,Dara O'Rourke,81840,2,7,1,3,1,,2,,1,,,,,3,,,,,20
2015 Spring,Sociology,SOCIOL,Sociology,140,1,Polit & Soc Change,Margaret Weir,81864,11,15,5,3,1,2,1,,,1,,,,,,1,,1,41
2015 Spring,Sociology,SOCIOL,Sociology,148,1,Social Policy,Cybelle Fox,81867,8,7,2,2,2,,,1,,,,,,1,,1,,,24
2015 Spring,Sociology,SOCIOL,Sociology,150,1,Social Psych,Brian Powers,81870,1,13,32,24,13,,,,,,,,2,1,,3,,2,91
2015 Spring,Sociology,SOCIOL,Sociology,160,1,Sociol Of Culture,Jill Bakehorn,81873,2,9,24,22,30,8,10,3,4,,,,,9,,3,,2,126
2015 Spring,Sociology,SOCIOL,Sociology,163,1,Popular Culture,Jill Bakehorn,81882,,5,18,25,31,12,10,2,1,1,,,1,10,,5,,3,124
2015 Spring,Sociology,SOCIOL,Sociology,166,1,Society & Technolog,Linus Huang,81876,14,18,27,16,11,6,10,2,1,,2,,,20,,1,,1,129
2015 Spring,Sociology,SOCIOL,Sociology,C167,1,Virtul Comm/Soc Med,Lauren Goulet,81879,1,31,17,13,10,2,1,,,,,,,15,,1,,1,92
2015 Spring,Sociology,SOCIOL,Sociology,179,1,Sel Top In Area Stu,Shira Offer,81884,1,1,6,1,,,,,,,,,1,2,,,,,12
2015 Spring,Sociology,SOCIOL,Sociology,180C,1,Comp Persp: Culture,Szonja Ivester,81885,,13,21,5,4,6,2,3,2,,2,,1,8,,2,,,69
2015 Spring,Sociology,SOCIOL,Sociology,182,1,Rac Dom/Intn'L Pers,Loic Wacquant,81888,3,4,3,1,,2,,2,,,1,,,2,,1,,,19
2015 Spring,Sociology,SOCIOL,Sociology,189G,1,Soc Global Elite,Szonja Ivester,81900,,15,10,1,2,1,1,,,,2,,,1,,,,1,34
2015 Spring,Sociology,SOCIOL,Sociology,190,2,Sem & Res In So,Neil Fligstein,81906,1,3,5,1,1,,,,,,,,,,,,,,11
2015 Spring,Sociology,SOCIOL,Sociology,190,3,Sem & Res In So,Jerome Karabel,81909,,2,4,3,2,1,1,,,,,,,,,,,,13
2015 Spring,Sociology,SOCIOL,Sociology,190,4,Sem & Res In So,Sandra Smith,81912,,8,2,8,5,,,,,,,,,,,,,,23
2015 Spring,Sociology,SOCIOL,Sociology,190,5,Sem & Res In So,Sarah Anne Minkin,81915,1,9,8,2,3,,,,1,,,,,,,,,1,25
2015 Spring,Sociology,SOCIOL,Sociology,190,7,Sem & Res In So,Sarah Anne Minkin,81920,2,11,5,1,3,1,,,1,,,,,,,,,,24
2015 Spring,Sociology,SOCIOL,Sociology,198,1,Directed Group Stdy,Mary Kelsey,82044,,,,,,,,,,,,,,35,1,,,,36
2015 Spring,Sociology,SOCIOL,Sociology,198,10,Directed Group Stdy,Jill Bakehorn,82070,,,,,,,,,,,,,,10,,1,,,11
2015 Spring,Sociology,SOCIOL,Sociology,198BC,1,Directed Group Stud,Kim Voss; Rafael Colonna,82142,,,,,,,,,,,,,,13,,1,,,14
2015 Spring,South & SE Asian Studies,FILIPN,Filipino,1B,1,Intro To Filipino,Cynthia Agnes Aban,84503,2,14,1,,,,,,,,,,,,,,,,17
2015 Spring,South & SE Asian Studies,FILIPN,Filipino,1B,2,Intro To Filipino,Cynthia Agnes Aban,84506,2,12,1,1,,,,,,,,,,1,,,,,17
2015 Spring,South & SE Asian Studies,FILIPN,Filipino,1B,3,Intro To Filipino,Cynthia Agnes Aban,84509,3,13,1,,,,,,,,,,,,,,,,17
2015 Spring,South & SE Asian Studies,FILIPN,Filipino,1B,4,Intro To Filipino,Karen Llagas,84512,,9,3,,,,,,,,,,,,,,,,12
2015 Spring,South & SE Asian Studies,FILIPN,Filipino,W1X,1,Intro Filipn Online,Maria Barrios-Leblanc,84514,8,14,1,,,,,,,,,,,1,,,,1,25
2015 Spring,South & SE Asian Studies,FILIPN,Filipino,100B,1,Intermed Filipino,Karen Llagas,84515,2,13,2,,,,,,,,,,,,,,,,17
2015 Spring,South & SE Asian Studies,FILIPN,Filipino,100B,2,Intermed Filipino,Karen Llagas,84518,7,8,,,,,,,,,,,,,,,,,15
2015 Spring,South & SE Asian Studies,FILIPN,Filipino,101B,1,Advanced Filipino,Maria Barrios-Leblanc,84521,6,9,1,1,,,,,,,,,,,,,,,17
2015 Spring,South & SE Asian Studies,HIN-URD,Hindi-Urdu,1B,1,Intrd Hindi,Pranjali Sirasao,84603,3,5,2,1,1,,,,,,,,,1,,,,,13
2015 Spring,South & SE Asian Studies,HIN-URD,Hindi-Urdu,1B,2,Intrd Hindi,Pranjali Sirasao,84606,,12,3,,,,,,,,,,1,,,,,,16
2015 Spring,South & SE Asian Studies,HIN-URD,Hindi-Urdu,2B,1,Intrd Urdu,Qamar Jalil,84609,3,12,,,,,,,,,,,,,1,,,,16
2015 Spring,South & SE Asian Studies,HIN-URD,Hindi-Urdu,100B,1,Intermediate Hindi,Pranjali Sirasao,84612,2,7,,2,,,,1,,,,,,1,,,,,13
2015 Spring,South & SE Asian Studies,KHMER,Khmer,100B,1,Intermed Khmer,Francis Smith,84806,3,3,1,,1,,,1,,,,,,1,,,,,10
2015 Spring,South & SE Asian Studies,MALAY/I,Malay/Indonesian,1B,1,Introd Indonesian,Ninik Lunde,85003,2,14,1,,,,,,,,,,,,,,,,17
2015 Spring,South & SE Asian Studies,MALAY/I,Malay/Indonesian,100B,1,Intermed Indonesian,Ninik Lunde,85006,3,18,1,,,,,,,,,,,,,,,,22
2015 Spring,South & SE Asian Studies,MALAY/I,Malay/Indonesian,100B,2,Intermed Indonesian,Ninik Lunde,85008,5,15,,,,,,,,,,,,,,,,,20
2015 Spring,South & SE Asian Studies,PUNJABI,Punjabi,1B,1,Introd Punjabi,Upkar Ubhi,85203,,8,4,,,,,,,,,,,,,1,,,13
2015 Spring,South & SE Asian Studies,S ASIAN,South Asian,1B,1,Civ Med & Mod India,Vasudha Paramasivan,84003,2,4,2,3,2,1,,1,,,,,,4,,,,,19
